,Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap,cluster
407,57126,WT,ID,MTN,WECC,517632,58529,57126,IPP Non-CHP,Idaho Wind Partners 1 LLC,21,21,21,14,1500,80,82.5,5345.62,121.3,-114.9985504,42.763209,2787.095238,0.113070676,4180.642857,36973.71429,1.5,1
408,57130,WT,ME,NEW,NPCC,96683,10932,57130,IPP Non-CHP,Beaver Ridge Wind LLC,4.5,4.5,4.5,3,1500,80,77,4656.63,118.6,-69.335261,44.49516033,2429.333333,0.11307055,3644,32227.66667,1.5,0
409,57131,WT,MI,ENC,RFC,1079392,122048,57131,IPP Non-CHP,DTE Sustainable Generation,60,59,59,29,2089.655172,94.48275862,92.34482759,6697.859655,140.6827586,-85.29368428,44.17910648,2034.133333,0.113071062,4208.551724,37220.41379,2.068965517,0
410,57135,WT,IL,ENC,RFC,2736263,309392,57135,IPP Non-CHP,Big Sky Wind LLC,239.4,239.4,239.4,114,2100,80,88,6082.12,124.1,-89.42144157,41.587526,1292.364244,0.113071002,2713.964912,24002.30702,2.1,0
411,57137,WT,OR,PACC,WECC,1291532,146035,57137,IPP Non-CHP,Eurus Combine Hills II LLC,66.1,66.1,66.1,63,1000,69,61.4,2960.92,99.7,-118.5899732,45.94693225,2209.304085,0.113071143,2318.015873,20500.50794,1.049206349,0
412,57139,WT,PA,MAT,RFC,1105385,124987,57139,IPP Non-CHP,Exus North America Management Partners LLC,62.5,62.5,62.5,25,2500,80,90,6361.73,125,-78.70028928,40.27493636,1999.792,0.113071011,4999.48,44215.4,2.5,0
413,57151,WT,WV,SAT,RFC,2243998,253731,57151,IPP Non-CHP,Invenergy Services LLC,100.5,100.5,100.5,67,1500,80,77,4656.63,118.5970149,-80.52286607,38.0784559,2524.686567,0.113070956,3787.029851,33492.50746,1.5,0
414,57152,WT,WA,PACC,WECC,2388365,270055,57152,IPP Non-CHP,Harvest Wind Project TIC,98.9,98.9,98.9,43,2300,80,93,6792.91,126.5,-120.3077192,45.79126858,2730.586451,0.113071076,6280.348837,55543.37209,2.3,1
415,57153,WT,TX,WSC,TRE,3501718,395943,57153,IPP Non-CHP,Langford Wind Power LLC,150,150,150,100,1600,80,91,6503.88,125.5,-100.6635945,31.12417291,2639.62,0.11307107,3959.43,35017.18,1.5,1
416,57156,WT,TX,WSC,TRE,2150206,243126,57156,IPP Non-CHP,Avangrid Renewables LLC,120,120,120,60,2000,78,87,5944.68,121.5966667,-98.3298977,33.07254147,2026.05,0.113071027,4052.1,35836.76667,2,0
417,57159,WT,WA,PACC,WECC,6238044,705342,57159,IPP Non-CHP,Windy Flats Partners LLC,262.2,262.2,262.2,114,2300,80,93,6792.91,126.5,-120.8032149,45.7232319,2690.091533,0.11307102,6187.210526,54719.68421,2.3,1
418,57171,WT,ND,WNC,MRO,513642,58078,57171,Electric Utility,Montana-Dakota Utilities Co,19.5,19.5,19.5,13,1500,80,77,4656.63,118.6,-103.7681122,46.24452346,2978.358974,0.113070972,4467.538462,39510.92308,1.5,1
419,57174,WT,CO,MTN,WECC,3110850,351747,57174,IPP Non-CHP,Colorado Highlands Wind LLC,96.1,96.1,96.1,56,1625,81.25,100,7853.98,131.325,-102.76231,40.74060927,3660.218522,0.113071026,6281.196429,55550.89286,1.716071429,1
420,57176,WT,DE,SAT,RFC,42883,4849,57176,Commercial Non-CHP,First State Marine Wind,2,2,2,1,2000,78,90,6361.73,123.1,-75.164902,38.78289,2424.5,0.113075111,4849,42883,2,1
421,57177,WT,IN,ENC,RFC,1486942,168130,57177,IPP Non-CHP,Meadow Lake Wind Farm IV LLC,105.7,105.7,105.7,48,2100,79,88,6082.12,123.1,-87.03658202,40.67732453,1590.633869,0.113070987,3502.708333,30977.95833,2.202083333,0
422,57182,WT,PA,MAT,RFC,50074,5662,57182,IPP Non-CHP,EPP Renewable Energy,3.2,3.2,3.2,2,1600,80,82.5,5345.62,121.3,-76.4558985,39.9590915,1769.375,0.113072652,2831,25037,1.6,0
423,57187,WT,AK,PACN,,223206,25238,57187,Electric Utility,Kodiak Electric Assn Inc,9,9,9,6,1500,80,77,4656.63,118.6,-152.449211,57.78568217,2804.222222,0.113070437,4206.333333,37201,1.5,1
424,57188,WT,WA,PACC,WECC,2543774,287627,57188,IPP Non-CHP,Invenergy Services LLC,90,90,90,60,1500,80,77,4656.63,118.6,-120.1618129,46.95391605,3195.855556,0.113070972,4793.783333,42396.23333,1.5,1
425,57189,WT,MO,WNC,SERC,3430058,387840,57189,IPP Non-CHP,Pattern Operators LP,150,150,150,100,1500,80,82.5,5345.62,121.3,-94.50754508,39.98894686,2585.6,0.113070974,3878.4,34300.58,1.5,1
426,57192,WT,NV,MTN,WECC,3006465,339944,57192,IPP Non-CHP,Pattern Operators LP,150,150,150,66,2300,80,101,8011.85,130.5,-114.4892763,39.09651853,2266.293333,0.113070999,5150.666667,45552.5,2.272727273,1
427,57194,WT,SD,WNC,MRO,3712783,419808,57194,IPP Non-CHP,Day County Wind LLC,99,99,99,66,1600,80,91,6503.88,125.5,-97.90237626,45.22131082,4240.484848,0.113070977,6360.727273,56254.28788,1.5,1
428,57195,WT,WA,PACC,WECC,8262135,934208,57195,Electric Utility,Puget Sound Energy Inc,342.7,342.7,342.7,149,2300,80,101,8011.85,130.5,-117.818719,46.52270837,2726.02276,0.113071016,6269.852349,55450.57047,2.3,1
429,57198,WT,MN,WNC,MRO,2737758,309561,57198,Electric Utility,Wisconsin Power & Light Co,201.3,201.3,201.3,122,1650,80,82,5281.02,121,-93.46285785,43.75752188,1537.80924,0.113070987,2537.385246,22440.63934,1.65,0
430,57199,WT,WI,ENC,RFC,3078279,348064,57199,Electric Utility,Wisconsin Electric Power Co,162,162,162,90,1800,80,90,6361.73,125,-89.11152846,43.57706634,2148.54321,0.113070972,3867.377778,34203.1,1.8,0
431,57201,WT,CA,PACC,WECC,950544,107479,57201,IPP Non-CHP,FPL Energy Montezuma Wind,36.8,36.8,36.8,16,2300,80,93,6792.91,126.5,-121.7969867,38.16170125,2920.625,0.113071041,6717.4375,59409,2.3,1
432,57210,WT,CO,MTN,WECC,4216289,476740,57210,IPP Non-CHP,AE Power Services LLC,248.3,248.3,248.3,122,2035.245902,80,83.28688525,5481.227541,121.695082,-103.7889233,40.92634977,1920.01611,0.113070997,3907.704918,34559.7459,2.035245902,0
433,57211,WT,ID,MTN,WECC,3285795,371528,57211,IPP Non-CHP,AE Power Services LLC,124.5,124.5,124.5,83,1500,80,82.5,5345.62,121.3,-111.8415256,43.46867236,2984.160643,0.113070962,4476.240964,39587.89157,1.5,1
434,57212,WT,TX,WSC,TRE,3752136,424258,57212,IPP Non-CHP,RWE Renewables Americas LLC,200.1,200.1,200.1,109,2300,80,101,8011.85,130.5,-97.35091836,27.97742062,2120.229885,0.113071061,3892.275229,34423.26606,1.835779817,0
435,57214,WT,IA,WNC,MRO,50090,5664,57214,Electric Utility,Waverly Municipal Elec Utility,2.7,2.7,2.7,3,900,74.33333333,53.33333333,2234.72,101.0666667,-92.39191933,42.74350867,2097.777778,0.113076462,1888,16696.66667,0.9,0
436,57239,WT,MD,SAT,RFC,848732,95967,57239,IPP Non-CHP,Roth Rock Wind Farm LLC,40,40,40,16,2500,80,90,6361.73,125,-79.45486694,39.26752969,2399.175,0.113071028,5997.9375,53045.75,2.5,1
437,57240,WT,MD,SAT,RFC,212178,23991,57240,IPP Non-CHP,Roth Rock Wind Farm LLC,10,10,10,4,2500,80,90,6361.73,125,-79.43717,39.2851665,2399.1,0.113070158,5997.75,53044.5,2.5,1
438,57244,WT,CO,MTN,WECC,1525166,172452,57244,IPP Non-CHP,Kit Carson Windpower LLC,51,51,51,34,1500,80,77,4656.63,118.6,-102.3288462,39.36791665,3381.411765,0.113070971,5072.117647,44857.82353,1.5,1
439,57251,WT,IA,WNC,MRO,302031,34151,57251,Electric Utility,Iowa Lakes Electric Coop,10.5,10.5,10.5,7,1500,80,77,4656.63,118.6,-94.135837,43.37645829,3252.47619,0.113071175,4878.714286,43147.28571,1.5,1
440,57252,WT,IA,WNC,MRO,315960,35726,57252,Electric Utility,Iowa Lakes Electric Coop,10.5,10.5,10.5,7,1500,80,77,4656.63,118.6,-94.98053529,43.44596371,3402.47619,0.113071275,5103.714286,45137.14286,1.5,1
441,57253,WT,MA,NEW,NPCC,69257,7831,57253,IPP Non-CHP,Air Force Civil Engineer Center,4.5,4.5,4.5,3,1500,80,77,4656.63,118.6,-70.56140133,41.72495767,1740.222222,0.113071603,2610.333333,23085.66667,1.5,0
442,57257,WT,IA,WNC,MRO,30263,3422,57257,Commercial Non-CHP,Iowa Lakes Community College,1.7,1,1,1,1650,70,82,5281.02,110.9,-94.815618,43.385402,2012.941176,0.113075373,3422,30263,1.7,0
443,57258,WT,NM,MTN,WECC,4500,509,57258,IPP Non-CHP,Texico Wind LP,1.9,1.9,1.9,3,660,65,47,1734.94,88.4,-103.056241,34.358349,267.8947368,0.113111111,169.6666667,1500,0.633333333,0
444,57260,WT,TX,WSC,TRE,4280956,484052,57260,IPP Non-CHP,"Cedro Hill Wind, LLC",150,150,150,150,1500,80,82.5,5345.62,121.3,-98.9088118,27.57627567,3227.013333,0.113071006,3227.013333,28539.70667,1,1
445,57261,WT,OK,WSC,MRO,1914533,216478,57261,IPP Non-CHP,Taloga Wind LLC,130,130,130,54,2400,80,95,7088.22,127.4,-98.9430898,35.86422715,1665.215385,0.113070916,4008.851852,35454.31481,2.407407407,0
446,57262,WT,NE,WNC,MRO,2702002,305518,57262,IPP Non-CHP,Laredo Ridge Wind LLC,79.9,79.9,79.9,54,1500,80,82.5,5345.62,121.3,-98.02215963,41.87949104,3823.754693,0.113070975,5657.740741,50037.07407,1.47962963,1
447,57268,WT,PA,MAT,RFC,779837,88177,57268,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",38,38,38,19,2000,80.31578947,87.31578947,5988.58,124.0736842,-78.47985274,40.52060442,2320.447368,0.113071065,4640.894737,41044.05263,2,1
448,57274,WT,MN,WNC,MRO,419674,47453,57274,IPP Non-CHP,"Grant County Wind, LLC",20,20,20,10,2000,79,88,6082.12,123.1,-95.8973504,45.8079831,2372.65,0.113071098,4745.3,41967.4,2,1
449,57278,WT,NE,WNC,MRO,1438372,162638,57278,IPP Non-CHP,"Crofton Bluffs Wind, LLC",40,40,40,22,1909.090909,80,90,6361.73,125,-97.57762295,42.69938645,4065.95,0.113070888,7392.636364,65380.54545,1.818181818,1
450,57282,WT,CA,PACC,WECC,3670657,415045,57282,IPP Non-CHP,Alta Wind Energy Center I,150,150,150,100,1500,80,77,4656.63,118.6,-118.3716219,35.03753038,2766.966667,0.113071039,4150.45,36706.57,1.5,1
451,57283,WT,NE,WNC,MRO,1819839,205771,57283,IPP Non-CHP,Flat Water Wind Farm LLC,60,60,60,40,1500,80,82.5,5345.62,121.3,-95.90447083,40.00568613,3429.516667,0.113070991,5144.275,45495.975,1.5,1
452,57284,WT,IL,ENC,RFC,5501233,622030,57284,IPP Non-CHP,Algonquin Power Co,200,192.3,192.3,100,2000,100,90,6361.73,145.1,-88.94988612,40.87222192,3110.15,0.113071015,6220.3,55012.33,2,1
453,57285,WT,PA,MAT,RFC,1192772,134868,57285,IPP Non-CHP,Algonquin Power Co,50,48.2,48.2,25,2000,100,90,6361.73,145.1,-78.26972432,40.73448004,2697.36,0.113071065,5394.72,47710.88,2,1
454,57286,WT,OK,WSC,MRO,1338212,151313,57286,Electric Utility,Oklahoma Gas & Electric Co,101.2,101.2,101.2,44,2300,80,93,6792.91,126.5,-99.48938655,36.3307045,1495.187747,0.113071023,3438.931818,30413.90909,2.3,0
455,57287,WT,NY,MAT,NPCC,1404135,158767,57287,IPP Non-CHP,Avangrid Renewables LLC,74,74,74,37,2000,100,90,6361.73,145.1,-74.89501695,43.14359886,2145.5,0.113071037,4291,37949.59459,2,0
456,57289,WT,MN,WNC,MRO,615869,69637,57289,IPP Non-CHP,Big Blue Wind Farm LLC (MN),36,36,36,18,2000,90,97,7389.81,138.4,-94.21758567,43.62346394,1934.361111,0.113071124,3868.722222,34214.94444,2,0
457,57290,WT,CO,MTN,WECC,3997709,452025,57290,IPP Non-CHP,Northern Colorado Wind LLC,174.3,174.3,174.3,81,2169.135802,80,104.7469136,8654.543457,132.3740741,-102.8719777,40.97929675,2593.373494,0.113071011,5580.555556,49354.4321,2.151851852,1
458,57291,WT,CA,PACC,WECC,3114325,352140,57291,IPP Non-CHP,Alta Wind Energy Center II,150,150,150,50,3000,80,90,6361.73,125,-118.2443468,34.9939989,2347.6,0.113071051,7042.8,62286.5,3,1
459,57292,WT,CA,PACC,WECC,3210292,362991,57292,IPP Non-CHP,Alta Wind Energy Center III,150,150,150,50,3000,80,90,6361.73,125,-118.2433017,35.00699858,2419.94,0.113071023,7259.82,64205.84,3,2
460,57293,WT,CA,PACC,WECC,1572648,177821,57293,IPP Non-CHP,Alta Wind Energy Center IV,102,102,102,34,3000,80,90,6361.73,125,-118.2459304,35.01441588,1743.343137,0.113071075,5230.029412,46254.35294,3,0
461,57294,WT,CA,PACC,WECC,2425405,274243,57294,IPP Non-CHP,Alta Wind Energy Center V,168,168,168,56,3000,80,90,6361.73,125,-118.2404936,35.02061568,1632.39881,0.113071013,4897.196429,43310.80357,3,0
462,57296,WT,MN,WNC,MRO,60166,6803,57296,Commercial Non-CHP,Carleton College,3.2,3.4,3.4,2,1625,80,82.25,5313.32,121.15,-93.120903,44.463867,2125.9375,0.113070505,3401.5,30083,1.6,0
463,57299,WT,WY,MTN,WECC,3847522,435043,57299,Electric Utility,PacifiCorp,129.5,111,111,74,1850,80,91,6503.88,125.5,-106.1748709,42.02738231,3359.405405,0.113070958,5878.959459,51993.54054,1.75,1
464,57300,WT,MD,SAT,RFC,1588904,179659,57300,IPP Non-CHP,Criterion Power Partners LLC,70,70,70,28,2500,80,96,7238.23,128,-79.32136318,39.38190404,2566.557143,0.113071023,6416.392857,56746.57143,2.5,1
465,57302,WT,CA,PACC,WECC,132944,15032,57302,IPP Non-CHP,Terra-Gen Operating Co-Wind,6.5,6.5,6.5,13,500,39.5,40,1256.64,59.4,-116.582489,33.90513262,2312.615385,0.113070165,1156.307692,10226.46154,0.5,0
466,57303,WT,TX,WSC,TRE,2867252,324203,57303,IPP Non-CHP,Loraine Windpower Project,150,148.5,148.5,100,1500,80,78.76,4877.1068,119.464,-100.7184771,32.45081504,2161.353333,0.113070982,3242.03,28672.52,1.5,0
467,57315,WT,CO,MTN,WECC,4386616,495999,57315,IPP Non-CHP,Cedar Point LLC,252,252,252,139,1800,80,90,6361.73,125,-103.6702038,39.4467795,1968.25,0.113070987,3568.338129,31558.38849,1.81294964,0
468,57319,WT,WA,PACC,WECC,1137330,128599,57319,IPP Non-CHP,Avangrid Renewables LLC,50,50,50,25,2000,78,90,6361.73,123.1,-120.2882137,45.94115658,2571.98,0.113070964,5143.96,45493.2,2,1
469,57320,WT,WA,PACC,WECC,3080614,348328,57320,IPP Non-CHP,Avangrid Renewables LLC,151.2,148.8,148.8,126,2400,80,95,7088.22,127.4015625,-120.2195564,45.91730463,2303.756614,0.113070966,2764.507937,24449.31746,1.2,0
470,57325,WT,IL,ENC,RFC,5979348,676091,57325,IPP Non-CHP,FPL Energy Illinois Wind LLC,217.5,217.5,217.5,145,1500,80,77,4656.63,118.6,-88.88534052,41.81195997,3108.464368,0.113071024,4662.696552,41236.88276,1.5,1
471,57326,WT,TX,WSC,TRE,1387464,156882,57326,IPP Non-CHP,Diamond Shamrock Refining Company LP,49.5,49.5,49.5,33,1500,80,77,4656.63,118.6,-101.9003541,35.94376979,3169.333333,0.113071042,4754,42044.36364,1.5,1
472,57327,WT,WY,MTN,WECC,3549212,401313,57327,IPP Non-CHP,Duke Energy Top Of the World WindPower,200,200,200,110,1820,80,86.6,5998.718,123.36,-105.7727188,42.95168262,2006.565,0.113071014,3648.3,32265.56364,1.818181818,0
473,57332,WT,OK,WSC,MRO,7124728,805600,57332,Electric Utility,Oklahoma Gas & Electric Co,227.5,227.5,227.5,98,2321.428571,80,101,8011.85,130.5,-98.76499615,36.07571335,3541.098901,0.113070983,8220.408163,72701.30612,2.321428571,2
474,57333,WT,OR,PACC,WECC,3919598,443193,57333,IPP Non-CHP,Avangrid Renewables LLC,201,199.2,199.2,117,1720.512821,80,81.04273504,5180.528034,120.6213675,-120.1855775,45.62172362,2204.940299,0.113071034,3787.974359,33500.83761,1.717948718,0
475,57342,WT,IL,ENC,SERC,3630896,410549,57342,IPP Non-CHP,White Oak Energy LLC,150,150,150,100,1500,80,82.5,5345.62,121.3,-89.06508889,40.58660744,2736.993333,0.113070989,4105.49,36308.96,1.5,1
476,57346,WT,OK,WSC,MRO,5601452,633362,57346,IPP Non-CHP,Elk City LLC,198.1,198.1,198.1,91,1835.412844,80,91.78899083,6617.901009,125.9550459,-99.77190728,35.49003727,3197.183241,0.113071039,6960.021978,61554.41758,2.176923077,1
477,57347,WT,ND,WNC,MRO,3470147,392373,57347,IPP Non-CHP,Baldwin Wind LLC,102.4,102.4,102.4,64,1600,80,91,6503.88,125.5,-100.6959132,47.13510467,3831.767578,0.113071002,6130.828125,54221.04688,1.6,1
478,57351,WT,MN,WNC,MRO,104563,11823,57351,Commercial Non-CHP,RENEW Energy Inc,4.5,4.5,4.5,3,1500,65,70,3848.45,100,-96.42322533,43.981326,2627.333333,0.113070589,3941,34854.33333,1.5,1
479,57354,WT,ME,NEW,NPCC,73503,8311,57354,IPP Non-CHP,Fox Island Wind LLC,4.5,4.5,4.5,3,1500,80,77,4656.63,118.6,-68.865799,44.093891,1846.888889,0.113070215,2770.333333,24501,1.5,0
480,57357,WT,NM,MTN,WECC,1734353,196105,57357,IPP Non-CHP,Red Mesa Wind LLC,102.4,102.4,102.4,64,1600,80,82.5,5345.62,121.3,-107.3818197,35.25683613,1915.087891,0.113070984,3064.140625,27099.26563,1.6,0
481,57358,WT,OK,WSC,MRO,4682651,529472,57358,IPP Non-CHP,CPV Keenan II Renewable Energy Co LLC,151.8,151.8,151.8,66,2300,80,101,8011.85,130.5,-99.50489521,36.27681056,3487.957839,0.113070993,8022.30303,70949.25758,2.3,2
482,57374,WT,MN,WNC,MRO,2657136,300445,57374,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",205.5,205.5,205.5,137,1500,80,77,4656.63,118.6,-95.14048561,43.67217285,1462.019465,0.113070991,2193.029197,19395.15328,1.5,0
483,57375,WT,MN,WNC,MRO,470898,53245,57375,IPP Non-CHP,"BEAM US, LLC",20,20,20,12,1670,80,85.5,5741.46,122.8,-94.72384258,44.91498442,2662.25,0.113071196,4437.083333,39241.5,1.666666667,1
484,57379,WT,AZ,MTN,WECC,1053585,119130,57379,IPP Non-CHP,"Axium Arizona Renewables, LLC",65.1,65.1,65.1,31,2100,79,88,6082.12,123.1,-110.168821,34.61220474,1829.953917,0.113071086,3842.903226,33986.6129,2.1,0
485,57380,WT,MA,NEW,NPCC,694049,78477,57380,IPP Non-CHP,Avangrid Renewables LLC,28.5,28.5,28.5,19,1500,65,77,4656.63,103.6,-73.03268763,42.72293611,2753.578947,0.113071267,4130.368421,36528.89474,1.5,1
486,57385,WT,MN,WNC,MRO,938083,106070,57385,Electric Utility,Northern States Power Co - Minnesota,30,30,30,12,2000,80,110,9503.32,135,-96.40674908,44.24896708,3535.666667,0.113071018,8839.166667,78173.58333,2.5,2
487,57386,WT,MN,WNC,MRO,712039,80511,57386,IPP Non-CHP,Ridgewind Power Partners LLC,25.3,25.3,25.3,11,2300,80,93,6792.91,126.5,-96.04888145,44.03120991,3182.252964,0.113071054,7319.181818,64730.81818,2.3,1
488,57387,WT,ND,WNC,MRO,1793034,202740,57387,IPP Non-CHP,Ashtabula Wind III LLC,62.4,62.4,62.4,39,1600,80,82.5,5345.62,121.3,-97.932166,47.16775841,3249.038462,0.113070918,5198.461538,45975.23077,1.6,1
489,57396,WT,MN,WNC,MRO,486269,54983,57396,IPP Non-CHP,"BEAM US, LLC",20,20,20,12,1670,80,85.5,5741.46,122.8,-94.74292558,45.0681005,2749.15,0.11307116,4581.916667,40522.41667,1.666666667,1
490,57414,WT,MA,NEW,NPCC,38410,4343,57414,IPP Non-CHP,Notus Clean Energy LLC,1.7,1.7,1.7,1,1650,80,82,5281.02,121,-70.608902,41.60849,2554.705882,0.113069513,4343,38410,1.7,1
491,57415,WT,TX,WSC,TRE,4742850,536279,57415,IPP Non-CHP,Sherbino II Wind Farm LLC,132,132,132,60,2008.333333,80,109.7666667,9465.5685,134.8833333,-102.5076299,30.77180652,4062.719697,0.113071044,8937.983333,79047.5,2.2,2
492,57417,WT,IA,WNC,MRO,1184680,133953,57417,IPP Non-CHP,Greenbacker Renewable Energy Corporation,40.8,40.8,40.8,17,2500,100,100,7853.98,150,-91.37345788,42.59891147,3283.161765,0.11307104,7879.588235,69687.05882,2.4,2
493,57421,WT,MI,ENC,RFC,2066710,233685,57421,Electric Utility,DTE Electric Company,102,102,102,64,1600,100,82.5,5345.62,141.1,-84.44227805,43.42827192,2291.029412,0.113071016,3651.328125,32292.34375,1.59375,0
494,57424,WT,SD,WNC,WECC,2901991,328131,57424,IPP Non-CHP,Avangrid Renewables LLC,210,210,210,105,2000,78,87,5944.68,121.6,-96.63122101,44.52619211,1562.528571,0.113070992,3125.057143,27638.00952,2,0
495,57427,WT,ID,MTN,WECC,486349,54992,57427,IPP Non-CHP,"Mountain Air Projects, LLC",23,23,23,10,2300,80,101,8011.85,130.5,-115.4402465,43.0360232,2390.956522,0.113071066,5499.2,48634.9,2.3,1
496,57428,WT,ID,MTN,WECC,527995,59701,57428,IPP Non-CHP,"Mountain Air Projects, LLC",23,23,23,10,2300,80,101,8011.85,130.5,-115.454168,43.0080742,2595.695652,0.113071147,5970.1,52799.5,2.3,1
497,57429,WT,ID,MTN,WECC,513287,58038,57429,IPP Non-CHP,"Mountain Air Projects, LLC",23,23,23,10,2300,80,101,8011.85,130.5,-115.4106965,43.0460834,2523.391304,0.113071245,5803.8,51328.7,2.3,1
498,57430,WT,ID,MTN,WECC,536954,60714,57430,IPP Non-CHP,"Mountain Air Projects, LLC",23,23,23,10,2300,80,101,8011.85,130.5,-115.4507568,43.0560441,2639.73913,0.113071138,6071.4,53695.4,2.3,1
499,57431,WT,ID,MTN,WECC,466070,52699,57431,IPP Non-CHP,"Mountain Air Projects, LLC",23,23,23,10,2300,80,101,8011.85,130.5,-115.4045685,43.0241841,2291.26087,0.113070998,5269.9,46607,2.3,1
500,57432,WT,MN,WNC,MRO,738094,83457,57432,Electric Utility,Minnesota Municipal Power Agny,44,44,44,24,1800,80,90,6361.73,125,-93.12550896,43.91552092,1896.75,0.113070964,3477.375,30753.91667,1.833333333,0
501,57434,WT,MN,WNC,MRO,217598,24604,57434,IPP Non-CHP,Consolidated Edison Development Inc.,10,10,10,5,2000,78,87,5944.68,121.6,-96.0212836,43.9025702,2460.4,0.113070892,4920.8,43519.6,2,1
502,57444,WT,ID,MTN,WECC,542570,61349,57444,IPP Non-CHP,"Mountain Air Projects, LLC",23,23,23,10,2300,80,101,8011.85,130.5,-115.4888466,43.0305736,2667.347826,0.113071124,6134.9,54257,2.3,1
503,57447,WT,WV,SAT,RFC,1642755,185748,57447,IPP Non-CHP,AES Wind Generation Inc,97.6,97.6,97.6,61,1600,80,82.5,5345.62,121.3,-79.88694618,39.00077867,1903.155738,0.11307103,3045.04918,26930.40984,1.6,0
504,57449,WT,OH,ENC,RFC,6478955,732582,57449,IPP Non-CHP,Avangrid Renewables LLC,302,302,302,152,2000,100,90,6361.73,145.1,-84.60631442,40.96570828,2425.768212,0.113071012,4819.618421,42624.70395,1.986842105,1
505,57459,WT,CA,PACC,WECC,1443129,163176,57459,IPP Non-CHP,AES Wind Generation Inc,49,49,49,49,1000,60,61.4,2960.92,90.8,-116.560699,33.88280861,3330.122449,0.113070973,3330.122449,29451.61224,1,1
506,57463,WT,IL,ENC,RFC,5406239,611289,57463,IPP Non-CHP,SunEdison LLC,200,200,200,113,1589.323308,94.88721805,88.94736842,6269.752632,139.3172932,-90.14034802,41.19559864,3056.445,0.113071028,5409.637168,47842.82301,1.769911504,1
507,57468,WT,IA,WNC,MRO,1602303,181174,57468,IPP Non-CHP,Crystal Lake 3 LLC,66,66,66,44,1500,80,82.5,5345.62,121.3,-93.89076664,43.34515393,2745.060606,0.113070998,4117.590909,36415.97727,1.5,1
508,57469,WT,IA,WNC,MRO,3278683,370724,57469,IPP Non-CHP,Garden Wind LLC,150,150,150,100,1500,80,77.28571429,4694.32898,118.7428571,-93.38954428,42.23071963,2471.493333,0.113071011,3707.24,32786.83,1.5,0
509,57474,WT,TX,WSC,MRO,152515,17245,57474,IPP Non-CHP,Ralls Wind Farm LLC,10,10,10,5,2000,80,86.8,5917.38,123.4,-101.3858154,33.661302,1724.5,0.113070845,3449,30503,2,0
510,57484,WT,CA,PACC,WECC,4901328,554198,57484,IPP Non-CHP,Avangrid Renewables LLC,189,189,189,126,1500,65,77,4656.63,103.6,-118.4612714,34.93270171,2932.26455,0.113070988,4398.396825,38899.42857,1.5,1
511,57493,WT,IL,ENC,SERC,3281346,371025,57493,IPP Non-CHP,RWE Renewables Americas LLC,150.4,150.4,150.4,94,1600,80,82.5,5345.62,121.3,-87.57918481,40.72323134,2466.921543,0.113070978,3947.074468,34907.93617,1.6,0
512,57500,WT,IA,WNC,MRO,3188527,360530,57500,Electric Utility,MidAmerican Energy Co,119.6,119.6,119.6,52,2300,80,101,8011.85,130.5,-92.98377533,41.89179058,3014.464883,0.11307102,6933.269231,61317.82692,2.3,1
513,57501,WT,IA,WNC,MRO,9686799,1095296,57501,Electric Utility,MidAmerican Energy Co,443.9,443.9,443.9,193,2300,80,101,8011.85,130.5,-94.75505419,41.21537178,2467.438612,0.113070995,5675.108808,50190.66839,2.3,1
514,57514,WT,CA,PACC,WECC,3881878,438928,57514,IPP Non-CHP,Pattern Operators LP,265.4,265.4,265.4,112,2358.75,80,108,9160.88,134.1,-116.0405667,32.74726332,1653.83572,0.113071044,3919,34659.625,2.369642857,0
515,57516,WT,OK,WSC,MRO,102714,11614,57516,IPP Non-CHP,DeWind Co.,80,80,80,40,2000,80,93,6792.91,126.5,-101.3652109,36.52941175,145.175,0.113071246,290.35,2567.85,2,0
516,57520,WT,TX,WSC,TRE,7112318,804197,57520,IPP Non-CHP,Trinity Hills Wind Farm LLC,198,198,198,90,2200,80,110,9503.32,135,-98.68002207,33.4049871,4061.60101,0.113071013,8935.522222,79025.75556,2.2,2
