Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,plant_id_x,operation_years_x,CAGR_netgen,plant_id_y,operation_years_y,CACR,plant_id,operation_years,CACR_uptime,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap
57983,WT,TX,WSC,TRE,11051393,1249592.0,57983,IPP Non-CHP,Stephens Ranch Wind Energy LLC,376.0,376.0,376.0,210,1790.0,80.0,100.0,7853.98,130.1,-101.65746695714284,32.945171804761905,57983,8,3.218739663,57983,8,-0.6518196525775566,57983,8,3.218739663,3323.3829787234044,0.11307099476057,5950.438095238095,52625.68095238095,1.7904761904761906
57984,WT,MI,ENC,RFC,2117147,239388.0,57984,Electric Utility,Consumers Energy Co,100.8,100.8,100.8,56,1800.0,80.0,100.0,7853.9800000000005,130.1,-86.35331253571428,43.86887278571429,57984,10,-0.943891522,57984,10,-0.7557233592858648,57984,9,-1.46655548,2374.8809523809523,0.11307103380162077,4274.785714285715,37806.19642857143,1.8
57987,WT,OK,WSC,MRO,7387074,835264.0,57987,IPP Non-CHP,Canadian Hills Wind LLC,293.7,293.7,293.7,133,2210.740740740741,79.18888888888888,96.86296296296297,7386.546222222222,127.63925925925925,-98.09293302222223,35.65963656296296,57987,10,-3.016911235,57987,10,-0.7557218123415477,57987,9,-3.155829938,2843.9359891045287,0.11307102108358465,6280.18045112782,55541.90977443609,2.208270676691729
57991,WT,PA,MAT,RFC,1527455,172711.0,57991,IPP Non-CHP,Longroad Energy Services 2,75.0,75.0,75.0,30,2500.0,100.0,100.0,7853.98,150.0,-78.6784971,40.32184556666667,57991,10,-1.546550834,57991,10,-0.7557373565357905,57991,9,-2.483234302,2302.8133333333335,0.11307108883731436,5757.033333333334,50915.166666666664,2.5
57995,WT,MT,MTN,WECC,5703938,644950.0,57995,IPP Non-CHP,NaturEner Rim Rock Energy LLC,189.0,184.6,184.6,126,1500.0,80.0,77.0,4656.63,118.6,-112.10639913492064,48.828587468253964,57995,10,7.519745227,57995,10,-0.7556776887899685,57995,9,1.728630254,3412.4338624338625,0.11307100462873194,5118.650793650793,45269.34920634921,1.5
57996,WT,HI,PACN,,862573,97532.0,57996,IPP Non-CHP,Auwahi Wind Energy LLC,24.0,24.0,24.0,8,3000.0,80.0,101.0,8011.85,130.5,-156.31828675,20.59638475,57996,10,1.677480277,57996,10,-0.7557225063327899,57996,9,2.547324043,4063.8333333333335,0.11307100964208247,12191.5,107821.625,3.0
57998,WT,PA,MAT,RFC,3611059,408306.0,57998,IPP Non-CHP,Longroad Energy Services 2,139.4,139.4,139.4,68,2050.0,92.02941176470588,92.5,6720.06,138.29705882352943,-78.87061597058823,39.76643802941176,57998,10,-0.083627656,57998,10,-0.7557227761331831,57998,9,-1.08211721,2929.0243902439024,0.11307098554745297,6004.5,53103.80882352941,2.0500000000000003
57999,WT,PA,MAT,RFC,678078,76671.0,57999,IPP Non-CHP,Longroad Energy Services 2,30.0,30.0,30.0,15,2000.0,99.33333333333333,97.0,7389.81,147.73999999999998,-78.69193366666667,40.637958133333335,57999,10,-2.08905638,57999,10,-0.7557250590543907,57999,9,-3.488403924,2555.7,0.11307106262111438,5111.4,45205.2,2.0
58000,WT,TX,WSC,TRE,2792404,315740.0,58000,IPP Non-CHP,RWE Renewables Americas LLC,99.8,99.8,99.8,55,1800.0,80.0,100.0,7853.98,130.1,-100.19209812727273,29.190197527272726,58000,10,-0.487235689,58000,10,-0.7557209958853117,58000,9,-1.462178951,3163.7274549098197,0.11307103126911436,5740.727272727273,50770.98181818182,1.8145454545454545
58004,WT,NH,NEW,NPCC,1994871,225562.0,58004,IPP Non-CHP,NexteraEnergy,99.0,99.0,99.0,33,3000.0,80.0,90.0,6361.73,125.0,-71.30484472727272,44.780166787878784,58004,10,0.175465471,58004,10,-0.7557157877063236,58004,9,-0.59153193,2278.40404040404,0.11307097050385714,6835.212121212121,60450.63636363636,3.0
58008,WT,IL,ENC,SERC,6910136,781336.0,58008,IPP Non-CHP,SunEdison LLC,217.0,200.0,200.0,134,1620.0,100.0,100.0,7853.979999999999,150.0,-87.89377190298507,40.21892957462686,58008,10,0.728361174,58008,10,-0.7557182857383937,58008,9,-0.151299888,3600.6267281105993,0.11307100178636137,5830.865671641791,51568.17910447761,1.6194029850746268
58018,WT,KS,WNC,MRO,3801673,429859.0,58018,IPP Non-CHP,"Shooting Star Power Partners, LLC",104.0,104.0,104.0,65,1600.0,80.0,82.5,5345.62,121.3,-99.45061401538462,37.51496309230769,58018,10,1.183106186,58018,10,-0.7557173347760404,58018,9,1.211001466,4133.259615384615,0.11307100847442692,6613.215384615384,58487.276923076926,1.6
58019,WT,ID,MTN,WECC,828241,93650.0,58019,IPP Non-CHP,"High Mesa Energy, LLC",40.0,39.9,39.9,19,2100.0,90.0,97.0,7389.81,138.4,-115.04018778947368,42.891936105263156,58019,10,0.542642679,58019,10,-0.7557243973107086,58019,9,-0.533669006,2341.25,0.1130709539856153,4928.9473684210525,43591.63157894737,2.1052631578947367
58020,WT,MI,ENC,RFC,1698030,191998.0,58020,IPP Non-CHP,"Beebe Renewable Energy, LLC",81.6,81.6,81.6,34,2400.0,91.0,117.0,10751.32,149.4,-84.51723947058824,43.271231176470586,58020,10,-0.436393134,58020,10,-0.7557182540374852,58020,9,-0.83807187,2352.916666666667,0.11307102936932799,5647.0,49942.05882352941,2.4
58021,WT,TX,WSC,TRE,2087200,236002.0,58021,IPP Non-CHP,"Whitetail Wind Energy, LLC",92.0,91.2,91.2,57,1600.0,80.0,82.5,5345.619999999999,121.3,-98.98592385964912,27.490508947368422,58021,10,-1.80309342,58021,10,-0.7557348697336597,58021,9,-2.355983497,2565.2391304347825,0.11307110003832886,4140.3859649122805,36617.54385964912,1.6140350877192982
58026,WT,ME,NEW,NPCC,510458,57718.0,58026,IPP Non-CHP,Spruce Mountain Wind LLC,20.0,20.0,20.0,10,2000.0,78.0,90.0,6361.73,123.1,-70.5590179,44.415861,58026,10,-0.316259431,58026,10,-0.7557155428026374,58026,9,-1.124848829,2885.9,0.11307100682132516,5771.8,51045.8,2.0
58035,WS,RI,NEW,NPCC,744735,84208.0,58035,IPP Non-CHP,Deepwater Wind Block Island LLC,30.0,29.3,29.3,5,6000.0,106.0,150.0,17671.46,181.1,-71.5218874,41.115392199999995,58035,6,-4.198712113,58035,6,-0.6790522813335476,58035,6,-4.198712117,2806.9333333333334,0.11307109240199534,16841.6,148947.0,6.0
58038,WT,IA,WNC,MRO,45175,5108.0,58038,IPP Non-CHP,Buffalo Center Wind LLC,1.5,1.5,1.5,1,1500.0,85.0,82.0,5281.02,125.9,-92.760696,43.384392,58038,10,-2.541811275,58038,10,-0.755691187517249,58038,9,-3.134152122,3405.3333333333335,0.11307138904261206,5108.0,45175.0,1.5
58041,WT,OK,WSC,MRO,8901529,1006505.0,58041,IPP Non-CHP,Chisholm View Wind Project,300.0,300.0,300.0,167,1796.4071856287426,80.0,86.46107784431138,5935.157724550898,123.27245508982035,-97.6954633532934,36.57282633532934,58041,9,1.648405867,58041,9,-0.8034728158388904,58041,9,-1.397011048,3355.016666666667,0.11307102409035572,6026.976047904192,53302.568862275446,1.7964071856287425
58044,WT,IA,WNC,MRO,130777,14787.0,58044,IPP Non-CHP,"Acciona Energy USA Global, LLC",6.0,5.9,5.9,2,3000.0,96.0,116.0,10568.32,153.95,-91.232693,41.852642,58044,10,3.001014146,58044,10,-0.7554351788841673,58044,9,-2.704782835,2464.5,0.11307034111502787,7393.5,65388.5,3.0
58045,WT,MN,WNC,MRO,666148,75322.0,58045,IPP Non-CHP,Greenbacker Renewable Energy Corporation,30.0,30.0,30.0,15,2050.0,100.0,92.5,6720.06,146.3,-95.80528819999999,43.715421799999994,58045,10,-3.855149313,58045,10,-0.7557334481998246,58045,9,-4.55570469,2510.733333333333,0.11307096921404854,5021.466666666666,44409.86666666667,2.0
58048,WT,TX,WSC,TRE,519434,58733.0,58048,IPP Non-CHP,BayWa r.e Wind LLC,30.0,30.0,30.0,12,2500.0,80.0,100.0,7853.98,130.1,-100.53093966666667,32.99173833333333,58048,10,-3.969661813,58048,10,-0.7557095478339826,58048,9,-5.650108238,1957.7666666666667,0.1130711505215292,4894.416666666667,43286.166666666664,2.5
58065,WT,MA,NEW,NPCC,14646,1656.0,58065,IPP Non-CHP,MWRA Charlestown,1.5,1.5,1.5,1,1500.0,70.0,82.0,5281.02,110.9,-71.070999,42.391491,58065,10,-4.464869799,58065,10,-0.7560473944985935,58065,9,-3.069004121,1104.0,0.1130684145841868,1656.0,14646.0,1.5
58071,WT,IA,WNC,MRO,36322,4107.0,58071,IPP Non-CHP,Consolidated Edison Development Inc.,1.6,1.6,1.6,1,1600.0,80.0,82.5,5345.62,121.3,-93.221489,43.384693,58071,10,-3.497137544,58071,10,-0.7562416654402715,58071,9,-4.005944412,2566.875,0.11307196740267607,4107.0,36322.0,1.6
58078,WT,OK,WSC,MRO,5218915,590108.0,58078,IPP Non-CHP,Rocky Ridge Wind Project LLC,148.8,148.8,148.8,93,1600.0,80.0,82.5,5345.62,121.3,-99.00095208602151,35.129390666666666,58078,10,-0.255747386,58078,10,-0.755719604842664,58078,9,-0.819754797,3965.779569892473,0.11307101188657029,6345.247311827957,56117.36559139785,1.6
58080,WT,TX,WSC,TRE,3292824,372323.0,58080,IPP Non-CHP,NextEra Wolf Ridge LLC,112.5,112.5,112.5,75,1600.0,80.0,91.0,6503.88,125.5,-97.40643828,33.731779573333334,58080,10,-0.934039252,58080,10,-0.7557201270117275,58080,9,-1.535667818,3309.5377777777776,0.11307102960862773,4964.306666666666,43904.32,1.5
58088,WT,NY,MAT,NPCC,2173706,245783.0,58088,IPP Non-CHP,Invenergy Services LLC,94.4,94.4,94.4,58,1620.0,80.0,100.3103448275862,7903.460344827586,130.2344827586207,-78.24060375862068,42.746163603448274,58088,9,-1.303256059,58088,9,-0.8034723983658454,58088,9,-1.303256057,2603.633474576271,0.11307094887717106,4237.637931034483,37477.68965517241,1.6275862068965519
58098,WT,NM,MTN,WECC,10681023,1207714.0,58098,IPP Non-CHP,Avangrid Renewables LLC,298.0,298.0,298.0,142,2100.0,80.0,114.0,10207.03,136.9,-105.64175617605633,34.72119557042253,58098,5,4.200656015,58098,5,-0.5778131079446913,58098,5,4.200656016,4052.731543624161,0.11307100452831156,8505.028169014084,75218.47183098592,2.0985915492957745
58099,WT,OR,PACC,WECC,4675283,528639.0,58099,IPP Non-CHP,Avangrid Renewables LLC,200.0,200.0,200.0,56,3586.6071428571427,82.44642857142857,135.10714285714286,14342.993214285714,150.0,-120.11561969642857,45.54294817857143,58099,3,-5.309826185,58099,3,0.2919239856702615,58099,3,-5.309826185,2643.195,0.11307101623580862,9439.982142857143,83487.19642857143,3.5714285714285716
58101,WT,CA,PACC,WECC,28787,3255.0,58101,IPP Non-CHP,Foundation CA Fund VI Manager LLC,3.2,3.2,3.2,2,1600.0,80.0,82.5,5345.62,121.3,-117.3065375,34.5610465,58101,10,2.362715916,58101,10,-0.7550602052006417,58101,9,2.44989731,1017.1875,0.11307187272032515,1627.5,14393.5,1.6
58102,WT,CA,PACC,WECC,33253,3760.0,58102,IPP Non-CHP,Foundation CA Fund VI Manager LLC,3.0,3.0,3.0,2,1500.0,80.0,77.0,4656.63,118.6,-117.112557,34.6232,58102,10,1.3045848,58102,10,-0.7569319042816769,58102,9,0.90098457,1253.3333333333333,0.11307250473641475,1880.0,16626.5,1.5
58103,WT,MI,ENC,RFC,596959,67499.0,58103,IPP Non-CHP,DTE Sustainable Generation,28.0,28.0,28.0,14,2000.0,90.0,97.0,7389.81,138.40714285714287,-86.54291578571429,45.79964385714286,58103,10,-1.85931251,58103,10,-0.755767480235292,58103,9,-2.608373555,2410.6785714285716,0.1130714169649842,4821.357142857143,42639.92857142857,2.0
58104,WT,CA,PACC,WECC,13044,1475.0,58104,Industrial Non-CHP,Foundation CA Fund VI Manager LLC,1.0,1.0,1.0,1,1000.0,55.0,61.4,2960.92,85.6,-121.81749,38.420094,58104,10,-0.858390064,58104,10,-0.7563051582411884,58104,9,-1.027124412,1475.0,0.1130788101809261,1475.0,13044.0,1.0
58105,WT,CA,PACC,WECC,15531,1756.0,58105,Commercial Non-CHP,Foundation CA Fund VI Manager LLC,1.0,1.0,1.0,1,1500.0,72.5,77.0,4656.63,111.1,-122.064537,39.399395,58105,10,6.164140867,58105,10,-0.7540372556318009,58105,9,-0.028437379,1756.0,0.11306419419226064,1756.0,15531.0,1.0
58106,WT,ID,MTN,WECC,2700039,305296.0,58106,IPP Non-CHP,Ridgeline Energy LLC,119.7,115.8,115.8,57,2100.0,90.0,97.0,7389.81,138.4,-111.81440921052632,43.55108903508772,58106,10,-0.047998203,58106,10,-0.7557145528913733,58106,9,-2.519457015,2550.5096073517125,0.11307095934540205,5356.070175438596,47369.10526315789,2.1
58111,WT,IL,ENC,SERC,2504275,283161.0,58111,IPP Non-CHP,"Bishop Hill Energy II, LLC",81.0,81.0,81.0,50,1620.0,100.0,100.0,7853.98,150.0,-90.17480372,41.238631940000005,58111,10,0.513726121,58111,10,-0.7557221261124569,58111,9,-0.730524085,3495.814814814815,0.11307104850705293,5663.22,50085.5,1.62
58113,WT,CA,PACC,WECC,85169,9630.0,58113,IPP Non-CHP,"Foundation CA Fund V Manager, LLC",2.0,2.0,2.0,2,1600.0,80.0,82.5,5345.62,121.3,-116.81323599999999,33.915895500000005,58113,10,0.246462108,58113,10,-0.7555710952666495,58113,9,1.168466753,4815.0,0.11306930925571511,4815.0,42584.5,1.0
58114,WT,CA,PACC,WECC,215210,24334.0,58114,IPP Non-CHP,"Foundation CA Fund V Manager, LLC",5.1,5.1,5.1,3,1500.0,80.0,82.5,5345.62,121.3,-116.749889,33.916994,58114,10,5.861292748,58114,10,-0.7556023206581108,58114,9,1.060245193,4771.372549019608,0.1130709539519539,8111.333333333333,71736.66666666667,1.7
58121,WT,MI,ENC,RFC,3292622,372300.0,58121,Electric Utility,DTE Electric Company,162.0,162.0,162.0,100,1630.0,96.0,100.0,7853.98,146.0,-83.16156473,43.876587609999994,58121,8,-0.861225488,58121,8,-0.6518121614411232,58121,8,-5.953210208,2298.1481481481483,0.11307098112082103,3723.0,32926.22,1.62
58126,WT,CO,MTN,WECC,6250319,706730.0,58126,IPP Non-CHP,Limon,200.0,200.0,200.0,125,1600.0,80.0,99.896,7838.705599999999,130.0464,-103.641782248,39.396353344000005,58126,10,0.42191963,58126,10,-0.7557249271821331,58126,9,-0.560681002,3533.65,0.11307102885468726,5653.84,50002.552,1.6
58127,WT,CO,MTN,WECC,5272563,596174.0,58127,IPP Non-CHP,Limon,200.0,200.0,200.0,125,1600.0,80.0,87.104,5959.9544000000005,123.45360000000001,-103.564966288,39.3348188,58127,10,-0.100931912,58127,10,-0.7557211268797492,58127,9,-0.92040281,2980.87,0.11307100550529221,4769.392,42180.504,1.6
58137,WT,KS,WNC,MRO,3306090,373823.0,58137,IPP Non-CHP,NextEra Energy Resources Ensign Wind,98.9,98.9,98.9,43,2300.0,80.0,107.34883720930233,9053.993488372093,133.76511627906976,-100.28023039534882,37.61258448837209,58137,10,-0.610109281,58137,10,-0.7557189801056019,58137,9,-1.814473962,3779.807886754297,0.11307102952430212,8693.558139534884,76885.81395348837,2.3000000000000003
58141,WT,NH,NEW,NPCC,1008915,114079.0,58141,IPP Non-CHP,Avangrid Renewables LLC,48.0,48.0,48.0,24,2000.0,78.0,87.0,5944.68,121.59999999999998,-71.80639075,43.76169108333334,58141,10,1.752073197,58141,10,-0.7557210558192251,58141,9,0.638821598,2376.6458333333335,0.11307097228210504,4753.291666666667,42038.125,2.0
58154,WT,CA,PACC,WECC,4120190,465874.0,58154,IPP Non-CHP,North Sky River Energy LLC,162.0,162.0,162.0,100,1620.0,80.0,100.0,7853.98,130.1,-118.18634636,35.33557802,58154,10,0.802928243,58154,10,-0.7557157767265843,58154,9,0.291719126,2875.7654320987654,0.11307099915295168,4658.74,41201.9,1.62
58155,WT,AZ,MTN,WECC,1842887,208377.0,58155,IPP Non-CHP,Perrin Ranch Wind LLC,99.2,99.2,99.2,62,1600.0,80.0,82.5,5345.62,121.3,-112.28906314754099,35.42940518032787,58155,9,-0.02546545,58155,9,-0.8034675544806302,58155,9,-0.025465448,2100.5745967741937,0.11307095877283849,3360.9193548387098,29723.983870967742,1.6
58203,WT,OK,WSC,MRO,3137578,354769.0,58203,IPP Non-CHP,"FPLE Wind, LLC",100.8,100.8,100.8,63,1600.0,80.0,100.0,7853.98,130.1,-98.15396823809525,35.37613187301587,58203,9,-3.25952136,58203,9,-0.8034743031314018,58203,9,-3.25952136,3519.53373015873,0.1130709738530803,5631.253968253968,49802.8253968254,1.5999999999999999
58209,WT,OK,WSC,MRO,1800056,203534.0,58209,IPP Non-CHP,"Blackwell Wind, LLC",59.8,59.8,59.8,26,2300.0,80.0,108.0,9160.88,134.1,-97.42621499999998,36.850940461538464,58209,9,-2.779168549,58209,9,-0.803458545673208,58209,9,-2.77916855,3403.578595317726,0.113070926682281,7828.2307692307695,69232.92307692308,2.3
58218,WT,MT,MTN,WECC,1043945,118040.0,58218,Electric Utility,NorthWestern Energy (MT wind/thermal),40.0,40.0,40.0,25,1600.0,80.0,82.5,5345.62,121.3,-110.63594216,47.33967712,58218,9,-1.786371278,58218,9,-0.8034647907473214,58218,9,-1.786371278,2951.0,0.11307109090996173,4721.6,41757.8,1.6
58220,WT,OH,ENC,RFC,105059,11879.0,58220,Industrial Non-CHP,Haviland Plastic Products Co,4.5,4.5,4.5,3,1500.0,85.0,87.0,5944.68,128.6,-84.58799499999999,41.019691333333334,58220,9,-2.645659032,58220,9,-0.8031604184450036,58220,9,-2.645659029,2639.777777777778,0.1130697988749179,3959.6666666666665,35019.666666666664,1.5
58233,WT,CA,PACC,WECC,125399,14179.0,58233,IPP Non-CHP,Greenbacker Renewable Energy Corporation,6.0,6.0,6.0,2,3000.0,80.0,90.0,6361.73,125.0,-116.555588,33.9080945,58233,10,-2.946742974,58233,10,-0.7556611867095442,58233,9,-3.274355853,2363.1666666666665,0.11307107712182712,7089.5,62699.5,3.0
58238,WT,VT,NEW,NPCC,186574,21096.0,58238,IPP Non-CHP,Greenbacker Renewable Energy Corporation,10.0,10.0,10.0,4,2500.0,80.0,100.0,7853.98,130.1,-73.070543,44.6623125,58238,10,-2.039676406,58238,10,-0.7557927570399303,58238,9,-5.262651932,2109.6,0.11307041709991746,5274.0,46643.5,2.5
58242,WT,TX,WSC,TRE,5510998,623134.0,58242,IPP Non-CHP,Pattern Operators LP,218.0,218.0,218.0,118,2116.9491525423728,80.0,99.45762711864407,7852.595254237288,129.74745762711865,-101.33455059322034,35.43523388135593,58242,8,-2.636999214,58242,8,-0.6518131879689193,58242,8,-2.636999214,2858.412844036697,0.11307099004572312,5280.796610169492,46703.372881355936,1.847457627118644
58321,WT,TX,WSC,TRE,4345509,491351.0,58321,IPP Non-CHP,Invenergy Services LLC,150.0,150.0,150.0,85,1727.906976744186,80.17441860465117,100.69767441860465,7974.52941860465,130.6232558139535,-98.48703595348837,31.38867062790698,58321,9,-1.084579453,58321,9,-0.8034697791539314,58321,9,-1.084579454,3275.673333333333,0.11307098892212628,5780.6,51123.635294117645,1.7647058823529411
58322,WT,NE,WNC,MRO,6923755,782876.0,58322,IPP Non-CHP,SunEdison LLC,206.5,200.6,200.6,118,1700.0,80.0,100.0,7853.98,130.1,-98.1101340762712,41.93217247457627,58322,8,-1.079391574,58322,8,-0.651818908921975,58322,8,-1.079391573,3791.1670702179176,0.1130710142112192,6634.542372881356,58675.88983050847,1.75
58324,WT,OR,PACC,WECC,2685559,303659.0,58324,IPP Non-CHP,FPL Energy Stateline II Inc,98.9,98.9,98.9,43,2300.0,80.0,93.0,6792.91,126.5,-118.58945111627906,45.91122404651163,58324,9,0.909066344,58324,9,-0.8034781169254268,58324,9,0.909066344,3070.3640040444893,0.11307105894899348,7061.837209302325,62454.86046511628,2.3000000000000003
58351,WT,MI,ENC,RFC,3073502,347524.0,58351,IPP Non-CHP,Tuscola Bay Wind LLC,120.0,120.0,120.0,75,1600.0,80.0,98.36666666666666,7619.8664,129.27866666666665,-83.65310457333334,43.52597372,58351,10,-0.796173241,58351,10,-0.7557194710774984,58351,9,-1.402857114,2896.0333333333333,0.11307101801137595,4633.653333333334,40980.026666666665,1.6
58363,WT,TX,WSC,TRE,2889168,326681.0,58363,IPP Non-CHP,NextEra Energy Majestic Wind,79.6,79.6,79.6,51,1560.7843137254902,80.0,82.5,5345.62,121.3,-101.58776929411765,35.38981603921568,58363,9,-0.224015884,58363,9,-0.8034651549432614,58363,9,-0.224015886,4104.032663316583,0.11307096022107403,6405.509803921569,56650.35294117647,1.56078431372549
58372,WT,TX,WSC,TRE,3743524,423284.0,58372,IPP Non-CHP,Blue Summit Wind LLC,135.4,135.4,135.4,85,1592.9411764705883,80.0,83.92941176470588,5535.909647058824,121.96705882352941,-99.3768711882353,34.3048371882353,58372,9,-1.774425413,58372,9,-0.8034737612371723,58372,9,-1.774425417,3126.1742983751847,0.11307099941124993,4979.8117647058825,44041.458823529414,1.5929411764705883
58394,WT,CA,PACC,WECC,3497139,395425.0,58394,IPP Non-CHP,"Alta Wind X, LLC",138.0,138.0,138.0,48,2850.0,85.0,103.0,8332.29,136.6,-118.23220844444444,35.09866317777777,58394,8,3.566414399,58394,8,-0.6518064153394731,58394,8,3.566414397,2865.3985507246375,0.11307099889366708,8238.020833333334,72857.0625,2.875
58395,WT,CA,PACC,WECC,2441643,276079.0,58395,IPP Non-CHP,"Alta Wind XI, LLC",90.0,90.0,90.0,48,1921.1538461538462,80.96153846153847,100.57692307692308,7945.962692307692,131.35,-118.36958342307692,35.08714736538462,58395,8,3.154006201,58395,8,-0.6518036676212424,58395,8,3.154006202,3067.5444444444443,0.11307099358915287,5751.645833333333,50867.5625,1.875
58404,WT,TX,WSC,MRO,383760,43392.0,58404,Commercial Non-CHP,Pantex (NNSA),11.5,11.5,11.5,5,2300.0,80.0,101.0,8011.85,130.5,-101.5324112,35.322693,58404,8,5.063818909,58404,8,-0.6517852478304831,58404,8,5.063818908,3773.217391304348,0.11307066916823015,8678.4,76752.0,2.3
58407,WT,IA,WNC,MRO,21500,2431.0,58407,IPP Non-CHP,Luther College Wind Energy Project LLC,1.6,1.6,1.6,1,1600.0,80.0,82.5,5345.62,121.3,-91.817696,43.309093,58407,9,-5.70397689,58407,9,-0.8022418470845727,58407,9,-5.70397689,1519.375,0.11306976744186047,2431.0,21500.0,1.6
58414,WT,IA,WNC,MRO,44901,5077.0,58414,Electric Utility,New London Municipal Utilities,1.5,1.5,1.5,1,1500.0,85.0,82.3,5319.73,126.2,-91.395172,40.954773,58414,9,-1.178335099,58414,9,-0.803033920261953,58414,9,-1.178335096,3384.6666666666665,0.11307097837464644,5077.0,44901.0,1.5
58416,WT,IN,ENC,RFC,4791955,541831.0,58416,IPP Non-CHP,Headwaters Wind Farm LLC,200.0,200.0,200.0,100,2637.2413793103447,98.10344827586206,114.45517241379311,10662.217655172413,155.43103448275863,-85.06354451034483,40.08205703448276,58416,7,-3.489013366,58416,7,-0.6114972094029114,58416,7,-3.489013366,2709.155,0.11307096999032754,5418.31,47919.55,2.0
58425,WT,AK,PACN,,369316,41759.0,58425,IPP Non-CHP,Fire Island Wind LLC,18.0,18.0,18.0,11,1600.0,80.0,82.5,5345.62,121.3,-150.2414870909091,61.13030727272728,58425,9,-1.67804349,58425,9,-0.803406993574507,58425,9,-1.678043493,2319.9444444444443,0.11307119106672876,3796.2727272727275,33574.181818181816,1.6363636363636365
58441,WT,WA,PACC,WECC,104279,11791.0,58441,IPP Non-CHP,Gamesa Wind US LLC,4.3,4.3,4.3,5,850.0,55.0,58.0,2642.08,84.1,-120.75446480000001,47.1416336,58441,9,0.628018325,58441,9,-0.8037361440884072,58441,9,0.628018323,2742.093023255814,0.11307166351806212,2358.2,20855.8,0.86
58444,WT,IA,WNC,MRO,215157,24328.0,58444,IPP Non-CHP,Junction Hilltop Management LLC,8.0,8.0,8.0,5,1600.0,80.0,82.5,5345.62,121.3,-94.2690324,42.098493,58444,9,-2.845474838,58444,9,-0.8036104323158044,58444,9,-2.845474838,3041.0,0.11307092030470772,4865.6,43031.4,1.6
